Degrees,Force
56.88,-4.55
56.97,-4.61
57.06,-4.59
57.15,-4.57
57.24,-4.59
57.33,-4.59
57.42,-4.59
57.51,-4.57
57.6,-4.55
57.69,-4.57
57.78,-4.57
57.87,-4.55
57.96,-4.57
58.05,-4.59
58.14,-4.57
58.23,-4.59
58.32,-4.55
58.41,-4.57
58.5,-4.55
58.59,-4.57
58.68,-4.59
58.77,-4.59
58.86,-4.57
58.95,-4.57
59.04,-4.55
59.13,-4.57
59.22,-4.57
59.31,-4.57
59.4,-4.57
59.49,-4.57
59.58,-4.55
59.67,-4.55
59.76,-4.57
59.85,-4.59
59.94,-4.55
60.03,-4.59
60.12,-4.55
60.21,-4.59
60.3,-4.59
60.39,-4.57
60.48,-4.57
60.57,-4.59
60.66,-4.59
60.75,-4.59
60.84,-4.57
60.93,-4.57
61.02,-4.57
61.11,-4.59
61.2,-4.57
61.29,-4.57
61.38,-4.59
61.47,-4.55
61.56,-4.57
61.65,-4.57
61.74,-4.57
61.83,-4.59
61.92,-4.57
62.01,-4.59
62.1,-4.57
62.19,-4.57
62.28,-4.57
62.37,-4.57
62.46,-4.57
62.55,-4.55
62.64,-4.55
62.73,-4.57
62.82,-4.55
62.91,-4.55
63,-4.55
63.09,-4.59
63.18,-4.59
63.27,-4.59
63.36,-4.57
63.45,-4.57
63.54,-4.59
63.63,-4.57
63.72,-4.59
63.81,-4.59
63.9,-4.59
63.99,-4.55
64.08,-4.59
64.17,-4.57
64.26,-4.61
64.35,-4.59
64.44,-4.57
64.53,-4.57
64.62,-4.57
64.71,-4.59
64.8,-4.57
64.89,-4.59
64.98,-4.55
65.07,-4.57
65.16,-4.57
65.25,-4.59
65.34,-4.57
65.43,-4.55
65.52,-4.59
65.61,-4.57
65.7,-4.55
65.79,-4.57
65.88,-4.57
65.97,-4.59
66.06,-4.59
66.15,-4.59
66.24,-4.57
66.33,-4.59
66.42,-4.55
66.51,-4.59
66.6,-4.55
66.69,-4.59
66.78,-4.57
66.87,-4.55
66.96,-4.59
67.05,-4.57
67.14,-4.59
67.23,-4.59
67.32,-4.57
67.41,-4.57
67.5,-4.57
67.59,-4.55
67.68,-4.59
67.77,-4.59
67.86,-4.59
67.95,-4.57
68.04,-4.57
68.13,-4.55
68.22,-4.59
68.31,-4.59
68.4,-4.57
68.49,-4.59
68.58,-4.57
68.67,-4.55
68.76,-4.57
68.85,-4.59
68.94,-4.59
69.03,-4.57
69.12,-4.59
69.21,-4.57
69.3,-4.57
69.39,-4.55
69.48,-4.57
69.57,-4.59
69.66,-4.59
69.75,-4.57
69.84,-4.57
69.93,-4.55
70.02,-4.59
70.11,-4.57
70.2,-4.57
70.29,-4.59
70.38,-4.59
70.47,-4.55
70.56,-4.57
70.65,-4.55
70.74,-4.57
70.83,-4.57
70.92,-4.59
71.01,-4.57
71.1,-4.55
71.19,-4.57
71.28,-4.57
71.37,-4.55
71.46,-4.57
71.55,-4.59
71.64,-4.55
71.73,-4.57
71.82,-4.57
71.91,-4.55
72,-4.57
72.09,-4.59
72.18,-4.57
72.27,-4.55
72.36,-4.57
72.45,-4.57
72.54,-4.55
72.63,-4.57
72.72,-4.57
72.81,-4.57
72.9,-4.54
72.99,-4.57
73.08,-4.55
73.17,-4.57
73.26,-4.59
73.35,-4.57
73.44,-4.57
73.53,-4.57
73.62,-4.57
73.71,-4.57
73.8,-4.57
73.89,-4.59
73.98,-4.59
74.07,-4.59
74.16,-4.57
74.25,-4.57
74.34,-4.55
74.43,-4.59
74.52,-4.57
74.61,-4.57
74.7,-4.55
74.79,-4.55
74.88,-4.55
74.97,-4.57
75.06,-4.57
75.15,-4.59
75.24,-4.57
75.33,-4.57
75.42,-4.57
75.51,-4.57
75.6,-4.57
75.69,-4.59
75.78,-4.57
75.87,-4.57
75.96,-4.57
76.05,-4.57
76.14,-4.57
76.23,-4.57
76.32,-4.57
76.41,-4.57
76.5,-4.57
76.59,-4.57
76.68,-4.57
76.77,-4.55
76.86,-4.59
76.95,-4.57
77.04,-4.55
77.13,-4.57
77.22,-4.57
77.31,-4.57
77.4,-4.55
77.49,-4.59
77.58,-4.57
77.67,-4.59
77.76,-4.55
77.85,-4.57
77.94,-4.55
78.03,-4.57
78.12,-4.57
78.21,-4.57
78.3,-4.57
78.39,-4.55
78.48,-4.59
78.57,-4.55
78.66,-4.57
78.75,-4.59
78.84,-4.59
78.93,-4.59
79.02,-4.57
79.11,-4.55
79.2,-4.57
79.29,-4.57
79.38,-4.59
79.47,-4.59
79.56,-4.59
79.65,-4.57
79.74,-4.55
79.83,-4.55
79.92,-4.57
